"ID","Latitude","Longitude","Dataset","Datum","Error Radius (m)","Accuracy: Square Meters","Plant","Observer","Date","Source","County","Location Description","Location Quality","Citation"
"mu22974","34.7617","-118.7269","mgr","WGS84","50","7854","Peritoma arborea var. globosa","John L. Thompson","2022-04-24","","Los Angeles","On a slope above the Old Ridge Road, about 0.4 mile from Lancaster Road. 33814 Ridge Rte Rd, Lancaster, CA 93536, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io64542","33.335163","-117.507042","mgr","WGS84","4","50","Peritoma arborea","Grigory Heaton","2022-04-17","","San Diego","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io64854","35.11273","-119.514437","mgr","WGS84","3","28","Peritoma arborea","David Strauch","2022-04-15","","Kern","East slope Temblor Mountains","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu23320","34.1623","-119.0505","mgr","WGS84","12","452","Peritoma arborea","Steven M Norris","2022-03-27","","Ventura","CSUCI campus, eastern end of Round Mountain, Camarillo, CA, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io61801","36.146192","-120.283118","mgr","WGS84","","","Peritoma arborea var. globosa","Mike Russler","2022-02-28","","Fresno","Los Gatos Creek Calaveras Ave Bridge","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60386","36.623695","-120.660163","mgr","WGS84","4","50","Peritoma arborea var. globosa","Mike Russler","2022-02-04","","Fresno","Panoche Road","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60387","36.62312","-120.656813","mgr","WGS84","3","28","Peritoma arborea var. globosa","Mike Russler","2022-02-04","","Fresno","Panoche Road ","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io58571","35.53152","-119.03388","mgr","WGS84","48","7238","Peritoma arborea","Angelique Herman","2021-11-10","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po197959","33.631597","-117.880453","mgr","WGS84","","","Peritoma arborea","Zac Flores","2021-11-04","Orange County Parks Plantopia","Orange","on south side of fire road, just off trail","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu20368","33.3989","-117.6016","mgr","WGS84","4","50","Peritoma arborea var. arborea","Ron Vanderhoff","2021-10-17","","Orange","San Clemente State Beach, .9km S Avenida Calafia terminus, San Clemente","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io54853","33.568992","-117.833908","mgr","WGS84","3","28","Peritoma arborea","Emily Sluiman","2021-08-04","","Orange","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu18902","34.174087","-119.039605","mgr","WGS84","8","201","Peritoma arborea","Steven M Norris","2021-07-20","","Ventura","CSUCI campus, towards base of ravine to the north of intersection of Channel Islands Dr and Camarillo St., Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io51968","35.57671","-118.99232","mgr","WGS84","6","113","Peritoma arborea","Angelique Herman","2021-06-28","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu15672","33.547012","-117.56022","mgr","WGS84","4","50","Peritoma arborea var. arborea","Ron Vanderhoff","2021-05-06","","Orange","250m SSE of N end of Caspers Park Rd. and start of Bell Creek Trail, Caspers Park, Santa Ana Mts.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186226","35.413982","-118.837476","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186227","35.414231","-118.837725","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186228","35.414532","-118.838303","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186229","35.415022","-118.836746","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186230","35.415568","-118.835051","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186231","35.413764","-118.830106","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186232","35.412472","-118.826934","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po186233","35.41053","-118.825027","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-04-07","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg130153","35.362896","-117.991638","mgr","WGS84","4","44","Peritoma arborea","R.A. Chasey","2021-04-03","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu17094","33.2394","-117.2398","mgr","WGS84","","","Peritoma arborea","Mary Wloch","2021-03-06","","San Diego","Hutchison St, Vista, CA 92084, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po188121","35.437765","-118.896838","mgr","WGS84","","","Peritoma arborea var. globosa","Richard Spjut","2021-03-06","CNPS Kern Chaper","Kern","San Joaquin Valley: Along the Kern River between Hart Park and CALM","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po180350","36.741769","-120.7592","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-02-15","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po180351","37.086344","-121.165919","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-02-15","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po180352","37.086201","-121.166174","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-02-15","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po180353","37.085499","-121.166294","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2021-02-15","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"cbo96272","34.010881","-116.625508","online","WGS84","","","Peritoma arborea","Keir Morse","2020-11-29","","Riverside","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8496","34.16787","-119.039223","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-09-25","","Ventura","CSUCI campus, at top of hill, along path just south of old concrete water tank, above (west) of Santa Cruz Island Drive, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8495","34.166228","-119.039316","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-09-25","","Ventura","CSUCI campus, top of hill to north east of Sage Hall, south and up slope from old concrete water tank, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8101","33.6665","-117.6224","mgr","WGS84","6","100","Peritoma arborea var. arborea","Ron Vanderhoff","2020-09-10","","Orange","100m NNE of Oso Reservoir. N end, Lake Forest","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8290","34.170703","-119.038989","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-09-01","","Ventura","CSUCI campus, near base of hill above (east) of Camarillo St, north of old concrete water tanks, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8231","34.1654","-119.0421","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-09-01","","Ventura","CSUCI campus, near base of hill above (north) of Rincon Dr. and Long Grade Creek, roughly north of Sage Hall, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu8083","34.165","-119.0416","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-09-01","","Ventura","CSUCI campus, near base of hill above (north) of Rincon Dr. and Long Grade Creek, roughly north of Sage Hall, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7901","34.165098","-119.037065","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-30","","Ventura","CSUCI campus, University Glen, near base of hill, just north of Long Grade Creek, Camarillo, CA 93012, USA.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7853","34.165234","-119.036739","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-30","","Ventura","CSUCI campus, University Glen, near base of hill, just north of Long Grade Creek, Camarillo, CA 93012, USA.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7806","34.165375","-119.036377","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-30","","Ventura","CSUCI campus, University Glen, just north of Long Grade Creek, near base of hill, north of Smugglers Cove, Camarillo, CA 93012, USA.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7582","34.178138","-119.040411","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-29","","Ventura","CSUCI campus, University Park, off Camarillo St, at base of hill, south of entrance to University Park, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7540","34.178643","-119.039047","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-29","","Ventura","CSUCI campus, University Park, at base of hill just south of parking area at entrance, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7535","34.17177","-119.03778","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-29","","Ventura","CSUCI campus, Channel Islands Dr, along northern entrance to University Glen, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu7264","34.1701","-119.0365","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-08-17","","Ventura","#fire CSUCI campus, University Glen, along service road above Channel Islands Dr., east of twin steel water tanks, Camarillo, CA 93012, USA. Springs Fire of May 2013.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6482","34.174556","-119.030439","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-07-26","","Ventura","CSUCI campus, University Park, along crestline of hill to south east of model airplane field, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6479","34.174429","-119.029966","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-07-26","","Ventura","CSUCI campus, University Park, along crestline of hill to south east of model airplane field, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu17154","33.0512","-117.0804","mgr","WGS84","","","Peritoma arborea","Mary Wloch","2020-07-25","","San Diego","Bernardo Bay Park, 19140 W Bernardo Dr, San Diego, CA 92127, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6014","34.167822","-119.034011","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-07-15","","Ventura","CSUCI campus, University Glen, base of hill just east of Channel Islands Dr, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6010","34.165274","-119.033523","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-07-14","","Ventura","CSUCI campus, University Glen, along path that parallels Long Grade Creek, east of University Glen and Channel Islands Dr, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu5555","34.169101","-119.032091","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-07-07","","Ventura","CSUCI campus, University Glen, just southeast of development, southeast of Fraser Point, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu5029","34.170161","-119.036263","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-06-23","","Ventura","CSUCI campus, University Glen, to side of service road, downslope (east) of the twin steel water tanks, west of Channel Islands Dr, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu5020","34.174308","-119.038101","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-06-21","","Ventura","CSUCI campus, University Park, in saddle between hills to southwest of model airplane field, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po160232","32.671602","-117.237901","mgr","WGS84","500","785400","Peritoma arborea","Ines ye","2020-06-13","","San Diego","Bayside Trail at Cabrillo National Monument","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu3695","34.1786","-119.039454","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-05-19","","Ventura","CSUCI campus, University Park, north face of hill to south of University Park entrance area, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu3617","34.176592","-119.042448","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-05-16","","Ventura","CSUCI campus, west slope of hill to southwest of University Park, above Camarillo Street, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu3318","34.3265","-118.1216","mgr","WGS84","50","7854","Peritoma arborea var. globosa","John L. Thompson","2020-05-16","","Los Angeles","South end of large pullout on west side of Upper Big Tujunga Canyon Road, 0.2 mile south of intersection with Angeles Forest Highway. One shrub was just barely into the vegetation on the southwest edge of the pullout; the other was perhaps 100 feet furth","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu17293","35.745","-117.9419","mgr","WGS84","50","7854","Peritoma arborea","Bill Haas","2020-05-13","","Kern","Grapevine Rd, Onyx, CA 93255, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu2760","34.1602","-119.0395","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-05-06","","Ventura","CSUCI campus, south face of west end of hill to south of Malibu Hall, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu2759","34.1602","-119.0396","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-05-06","","Ventura","CSUCI campus, south face of west end of hill to south of Malibu Hall, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io41432","35.26958","-118.682297","mgr","WGS84","13","530","Peritoma arborea var. globosa","Mike Russler","2020-04-29","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu2049","34.174689","-119.038603","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-04-15","","Ventura","CSUCI campus, near top of ravine on west face of ridge to east of Camarillo Street, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu2042","34.1743","-119.0383","mgr","WGS84","50","7854","Peritoma arborea","Steven M Norris","2020-04-15","","Ventura","CSUCI campus, southwest facing slope of rocky outcropping on southern border of hill to the south of Camarillo Park entrance area, above the intersection of Camarillo Street and Channel Island Drive , Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu1430","33.6233","-117.8876","mgr","WGS84","4","50","Peritoma arborea","Ron Vanderhoff","2020-04-11","","Orange","Back Bay Drive, 100-200m SW San Joaquin Hills Road, Upper Newport Bay","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po153730","34.170063","-119.036449","mgr","WGS84","1","3","Peritoma arborea","Steven M Norris","2020-03-31","","Ventura","#fire CSUCI campus, Ventura County, south facing hillside above (north) of University Glen, to east of twin steel water tanks, near service road. Springs Fire of May 2013, 7 years post recovery","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu16800","34.2207","-119.0573","mgr","WGS84","","","Peritoma arborea","Julie Ann Watson","2020-03-01","","Ventura","1 University Dr., Camarillo, CA, 93012 USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io25023","33.92012","-117.82866","mgr","WGS84","6","113","Peritoma arborea","Angelique Herman","2020-02-18","","Orange","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2169-82","34.080982","-119.030327","online","WGS84","","","Peritoma arborea var. arborea","David Greenberger","2020-02-15","independent","Ventura","https://www.inaturalist.org/observations/38868539","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp20174","33.36539","-116.41699","online","WGS84","","","Peritoma arborea","Linda Pardy","2020-01-28","","San Diego","Coyote Canyon","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg92396","34.705339","-118.820856","mgr","WGS84","","","Peritoma arborea","Marisa Persaud","2019-07-14","","Los Angeles","Coastal sage scrub near oak woodland","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po137580","34.174616","-119.039839","mgr","WGS84","4","50","Peritoma arborea","Steven M Norris","2019-07-06","","Ventura","CSUCI campus, north face of ravine north of intersection of Camarillo Street and Channel Islands Drive","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po137582","34.175492","-119.039328","mgr","WGS84","4","50","Peritoma arborea","Steven M Norris","2019-07-06","","Ventura","CSUCI campus, ravine north of intersection of Camarillo Street and Channel Islands Drive, near summit","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po137623","34.174338","-119.038076","mgr","WGS84","3","28","Peritoma arborea","Steven M Norris","2019-07-06","","Ventura","CSUCI campus, saddle between the two hills that separate the west end of University Park from University Glen, north east of intersection of Camarillo Street and Channel Islands Drive, on north slope of more northerly hill.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po137550","34.172711","-119.032169","mgr","WGS84","4","50","Peritoma arborea","Steven M Norris","2019-07-04","","Ventura","CSUCI campus, north face of hill separating University Park from University Glen, above (north) of Santa Rosa Island Drive, near eastern border of University Glen property.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po137495","34.172944","-119.031498","mgr","WGS84","","","Peritoma arborea","Steven M Norris","2019-06-29","","Ventura","CSUCI campus, north face of hill separating University Park from University Glen, above (north) of Santa Rosa Island Drive, near eastern border of University Glen property","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po136655","34.181096","-119.031778","mgr","WGS84","5","79","Peritoma arborea","Steven M Norris","2019-06-23","","Ventura","CSUCI campus, University Park, along crest line of hill to north of old dairy complex, to northeast of model airplane field","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po136699","34.174564","-119.030649","mgr","WGS84","","","Peritoma arborea","Steven M Norris","2019-06-23","","Ventura","CSUCI campus, University Park, to side of path along crest line of hill on southern margin of park, to south east of model airplane field.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io13501","34.067895","-116.387763","mgr","WGS84","","","Peritoma arborea","Bonnie Nickel","2019-05-16","","San Bernardino","Growing in sandy wash along trail in Blackrock Canyon, Joshua Tree NP","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po131261","35.322551","-119.84919","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2019-05-13","","San Luis Obispo","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po131262","35.322187","-119.848731","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2019-05-13","","San Luis Obispo","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po131263","35.321627","-119.84815","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2019-05-13","","San Luis Obispo","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po131264","35.321689","-119.849949","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2019-05-13","","San Luis Obispo","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po131265","35.321055","-119.849041","mgr","WGS84","","","Peritoma arborea var. globosa","Ryan O'Dell","2019-05-13","","San Luis Obispo","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
