observation_id,authorplotcode_vb,project_id_name,date,latitude,longitude,spp
138553,SAMO0645,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-23,34.0044357784513,-118.803958768412,p_arborea
138554,SAMO0646,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-23,34.0046261649678,-118.804504169961,p_arborea
138556,SAMO0651,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-27,34.0486667286922,-118.938432718199,p_arborea
138557,SAMO0652,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-27,34.0489853402747,-118.937096708816,p_arborea
138559,SAMO0654,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-27,34.0499395150099,-118.938916681282,p_arborea
138562,SAMO0657,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-14,34.0457629381627,-118.932722939948,p_arborea
138563,SAMO0658,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-14,34.0464506872519,-118.929120507433,p_arborea
138565,SAMO0660,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-14,34.0467095280697,-118.928714737149,p_arborea
138568,SAMO0663,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0872495937725,-119.060919094076,p_arborea
138570,SAMO0665,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.087634867864,-119.060527452811,p_arborea
138642,SAMO0972,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-14,34.1097667503867,-119.079492330817,p_arborea
138643,SAMO0973,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-14,34.1096106129149,-119.080193113016,p_arborea
138644,SAMO0974,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-14,34.1102594557136,-119.078084332199,p_arborea
138645,SAMO0975,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-14,34.1086565081589,-119.079562712779,p_arborea
138653,SAMO1109,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-06,34.0681404780829,-119.006617483508,p_arborea
138654,SAMO1110,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-06,34.068251785264,-119.008082830879,p_arborea
138669,SAMO1128,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.1665707252708,-119.059222626405,p_arborea
138786,SAMO0883,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-11,34.1003766839422,-119.078113596364,p_arborea
138787,SAMO0884,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-11,34.0994446536403,-119.077776479841,p_arborea
138794,SAMO0894,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0439869517301,-118.936712185568,p_arborea
138804,SAMO1273,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-10,34.0770552806505,-119.019993631388,p_arborea
138805,SAMO1274,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-10,34.0773184005024,-119.021538606838,p_arborea
138807,SAMO1276,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-10,34.0738275238812,-119.019429372393,p_arborea
138808,SAMO1277,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-10,34.0742894055808,-119.018757687732,p_arborea
138823,SAMO0902,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-10,34.1053460085423,-119.079644273161,p_arborea
138838,SAMO0932,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-11,34.1007382147814,-119.080192674593,p_arborea
138868,SAMO0976,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-14,34.1091650388109,-119.078285199958,p_arborea
138873,SAMO0981,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-18,34.0814501647419,-119.019220255986,p_arborea
138874,SAMO0982,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-18,34.0796650117818,-119.015916110462,p_arborea
138886,SAMO0994,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-18,34.0791106660894,-119.020020777419,p_arborea
138907,SAMO1096,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-06,34.0690814600442,-119.010280264853,p_arborea
138908,SAMO1097,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-06,34.0685342353604,-119.00680013075,p_arborea
138913,SAMO1261,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-24,34.1064897736738,-119.072257929833,p_arborea
138917,SAMO1016,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-18,34.0463080873931,-118.9399063892,p_arborea
138942,SAMO1044,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0441125038967,-118.935610160974,p_arborea
138943,SAMO1045,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0446443647765,-118.938481959162,p_arborea
138944,SAMO1046,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0451028396333,-118.939142333944,p_arborea
138945,SAMO1047,SAMO (CNPS Rapid Assessment/Releve 2002),2003-01-17,34.0460855677563,-118.931127065483,p_arborea
138960,SAMO1062,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-27,34.0469530385785,-118.927561171909,p_arborea
138961,SAMO1063,SAMO (CNPS Rapid Assessment/Releve 2002),2003-02-27,34.0470518081489,-118.926436822402,p_arborea
139001,SAMO1166,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-24,34.0958727892202,-119.071446278508,p_arborea
139018,SAMO1129,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.1661112297883,-119.058126729992,p_arborea
139019,SAMO1130,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.1595295835466,-119.058097113513,p_arborea
139020,SAMO1131,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.15977097886,-119.056606151577,p_arborea
139021,SAMO1132,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.1612985195461,-119.060146697154,p_arborea
139025,SAMO1136,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-12,34.1598205975873,-119.046086198038,p_arborea
139044,SAMO1155,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-19,34.0397853098701,-118.887386694247,p_arborea
139045,SAMO1156,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-19,34.0391034789954,-118.888335598137,p_arborea
139046,SAMO1157,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-19,34.038720959298,-118.885055974745,p_arborea
139073,SAMO1190,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-17,34.0371031074267,-118.753611892956,p_arborea
139083,SAMO1200,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-10,34.0976212220845,-119.076832299897,p_arborea
139086,SAMO1203,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-10,34.0965055589559,-119.073488484265,p_arborea
139151,SAMO1250,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-24,34.1101837713415,-119.070288409378,p_arborea
139152,SAMO1251,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-24,34.1095355676549,-119.070229251464,p_arborea
139154,SAMO1253,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-24,34.1088461962005,-119.070472611329,p_arborea
139246,SAMO1297,SAMO (CNPS Rapid Assessment/Releve 2002),2003-04-08,34.0392479998887,-118.890667608392,p_arborea
139629,SAMO1893,SAMO (CNPS Rapid Assessment/Releve 2002),2003-06-23,34.2157703102335,-118.917625472069,p_arborea
139874,SAMO2046,SAMO (CNPS Rapid Assessment/Releve 2002),2003-07-24,34.2005148959324,-118.8168097157,p_arborea
140325,SAMO2473,SAMO (CNPS Rapid Assessment/Releve 2002),2003-03-31,34.049040811704,-118.936437171192,p_arborea
140346,SAMO2611,SAMO (CNPS Rapid Assessment/Releve 2002),2003-11-21,34.0112421424773,-118.815115179121,p_arborea
140483,SAMO2613,SAMO (CNPS Rapid Assessment/Releve 2002),2003-11-24,34.0141451309587,-118.820039061412,p_arborea
140583,SAMO2740,SAMO (CNPS Rapid Assessment/Releve 2002),2003-12-09,34.2750633074673,-118.860328509969,p_arborea
140663,SAMO2754,SAMO (CNPS Rapid Assessment/Releve 2002),2004-02-25,34.1699645649109,-119.039030435451,p_arborea
140664,SAMO2755,SAMO (CNPS Rapid Assessment/Releve 2002),2004-02-25,34.1005846072044,-119.079679485332,p_arborea
140709,SAMO2804,SAMO (CNPS Rapid Assessment/Releve 2002),2004-03-31,34.1073891992359,-119.07025282498,p_arborea
140960,SDRP0093,San Dieguito River Park region,2002-03-17,33.0107135601507,-117.166758389805,p_arborea
141139,SDRP0275,San Dieguito River Park region,2002-09-06,32.959810483778,-117.219894963729,p_arborea
141698,SMAA0252,SAMO (Accuracy Assessment 2004),2003-09-24,34.2344588315614,-118.838340407533,p_arborea
141699,SMAA0253,SAMO (Accuracy Assessment 2004),2003-09-24,34.2472387357232,-118.835740993148,p_arborea
141711,SMAA0265,SAMO (Accuracy Assessment 2004),2003-09-22,34.2411329592174,-118.804230023928,p_arborea
142238,SMAA0781,SAMO (Accuracy Assessment 2004),2004-02-25,34.0943443828027,-119.067973336958,p_arborea
142314,SMAA0869,SAMO (Accuracy Assessment 2004),2004-02-25,34.1016284569758,-119.079802583936,p_arborea
142372,SMAA0942,SAMO (Accuracy Assessment 2004),2004-03-31,34.1118073499694,-119.078675074261,p_arborea
142649,SMAA1223,SAMO (Accuracy Assessment 2004),2004-04-26,34.2303105218575,-118.834157436414,p_arborea
143056,WRIV0051,Western Riverside County Vegetation,2002-10-14,33.4646260272824,-116.812942304977,p_arborea
143155,WRIV0037,Western Riverside County Vegetation,2002-10-14,33.4655000718423,-116.812370059149,p_arborea
143210,WRIV0091,Western Riverside County Vegetation,2002-10-21,33.4853699614364,-116.886169173369,p_arborea
143762,WRIV0676,Western Riverside County Vegetation,2003-04-23,33.4488455741766,-116.841736634979,p_arborea
