"ID","Latitude","Longitude","Dataset","Datum","Error Radius (m)","Accuracy: Square Meters","Plant","Observer","Date","Source","County","Location Description","Location Quality","Citation"
"po244413","36.051031","-120.379374","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244414","36.050846","-120.378912","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244415","36.050779","-120.378349","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244416","36.052193","-120.380182","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244417","36.053931","-120.379333","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244418","36.054119","-120.379659","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244419","36.054283","-120.378893","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244420","36.054305","-120.379494","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244421","36.054827","-120.3803","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244422","36.054543","-120.377263","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244423","36.054552","-120.377646","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244424","36.054762","-120.378283","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244425","36.055414","-120.379055","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244426","36.052285","-120.376536","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244427","36.051545","-120.378583","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244428","36.048561","-120.376003","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244429","36.048875","-120.375469","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244430","36.048392","-120.374457","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244431","36.047625","-120.37417","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244432","36.047754","-120.372612","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244433","36.048266","-120.372129","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244434","36.045976","-120.37184","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244435","36.045873","-120.372797","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244436","36.045249","-120.372684","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244437","36.04553","-120.373556","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244438","36.046755","-120.375098","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244439","36.04704","-120.376003","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244440","36.046397","-120.376613","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244441","36.046943","-120.377653","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244442","36.047724","-120.377412","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244443","36.04783","-120.378501","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244444","36.048582","-120.379311","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244445","36.034909","-120.368893","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244446","36.035985","-120.363152","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244447","36.035404","-120.363437","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244448","36.036111","-120.364653","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244449","36.036349","-120.36577","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244450","36.036538","-120.366036","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244451","36.037757","-120.367681","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244452","36.034986","-120.362173","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244453","36.035373","-120.361482","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244454","36.035958","-120.361953","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244455","36.036367","-120.36201","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244456","36.034581","-120.360766","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244457","36.034185","-120.359732","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244458","36.033535","-120.359533","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244459","36.033011","-120.358637","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244460","36.032551","-120.354787","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244461","36.032117","-120.355069","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244462","36.031285","-120.356286","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244463","36.030333","-120.35162","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244464","36.030522","-120.350836","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244465","36.028235","-120.349634","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244466","36.028489","-120.35079","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244467","36.027806","-120.350783","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244468","36.042491","-120.36858","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244469","36.042052","-120.36752","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244470","36.042544","-120.366635","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244471","36.042178","-120.366356","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244472","36.041865","-120.366844","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244473","36.041644","-120.367549","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244474","36.041347","-120.366416","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244475","36.041825","-120.366146","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244476","36.041562","-120.365449","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244477","36.04133","-120.365857","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244478","36.041205","-120.36536","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244479","36.040573","-120.364981","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244480","36.041784","-120.365035","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244481","36.042488","-120.365572","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244482","36.043004","-120.365212","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244483","36.043587","-120.367159","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244484","36.040127","-120.364118","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244485","36.039395","-120.362522","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244486","36.038859","-120.362104","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244487","36.039219","-120.361887","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244488","36.03903","-120.36129","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244489","36.038757","-120.361445","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244490","36.03882","-120.361145","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244491","36.038404","-120.360948","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244492","36.038391","-120.360366","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244493","36.040199","-120.358696","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244494","36.040613","-120.359881","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244495","36.04126","-120.359709","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244496","36.04195","-120.360148","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244497","36.042012","-120.360681","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244498","36.042797","-120.361687","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244499","36.042819","-120.3622","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244500","36.043341","-120.362291","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244501","36.04193","-120.358157","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244502","36.041706","-120.357808","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244503","36.041214","-120.358116","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244504","36.040852","-120.357348","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244505","36.040252","-120.357415","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244506","36.038999","-120.357306","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244507","36.038914","-120.355662","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244508","36.039909","-120.355867","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244509","36.040062","-120.354973","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244510","36.040669","-120.355818","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244511","36.041156","-120.354842","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244512","36.041106","-120.353957","mgr","WGS84","","","Atriplex polycarpa","Ryan O'Dell","2023-02-13","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
