"ID","Latitude","Longitude","Dataset","Datum","Error Radius (m)","Accuracy: Square Meters","Plant","Observer","Date","Source","County","Location Description","Location Quality","Citation"
"mg199667","37.982236","-122.605918","mgr","WGS84","8","205","Caulanthus lasiophyllus","Julian Geoghegan","2023-04-13","Marin County Parks data pro","Marin","CASCADE CANYON","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu30561","36.6378","-117.998","mgr","WGS84","50","7854","Caulanthus lasiophyllus","Steve Matson","2023-04-11","","Inyo","J2Q2+4R Lone Pine, CA, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu30382","36.2378","-117.4231","mgr","WGS84","50","7854","Caulanthus lasiophyllus","Steve Matson","2023-04-01","","Inyo","6HQG+4Q Panamint Springs, CA, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg197773","37.651737","-121.488332","mgr","WGS84","5","95","Caulanthus lasiophyllus","R.A. Chasey","2023-03-30","","San Joaquin","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg197772","37.653577","-121.48688","mgr","WGS84","9","278","Caulanthus lasiophyllus","R.A. Chasey","2023-03-30","","San Joaquin","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg196510","37.208183","-121.800952","mgr","WGS84","5","93","Caulanthus lasiophyllus","R.A. Chasey","2023-03-23","","Santa Clara","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg196504","37.206314","-121.803997","mgr","WGS84","4","47","Caulanthus lasiophyllus","R.A. Chasey","2023-03-23","","Santa Clara","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg196173","37.939095","-122.204954","mgr","WGS84","9","257","Caulanthus lasiophyllus","R.A. Chasey","2023-03-19","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg194855","37.897788","-122.01061","mgr","WGS84","11","405","Caulanthus lasiophyllus","R.A. Chasey","2023-03-10","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg194852","37.897473","-122.010395","mgr","WGS84","9","260","Caulanthus lasiophyllus","R.A. Chasey","2023-03-10","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po245225","37.400451","-122.212932","mgr","WGS84","10","314","Caulanthus lasiophyllus","John Rawlings, Sara Timby","2023-03-05","Jasper Ridge Biological Preserve (JRBP/JROH)","San Mateo","Jasper Ridge Biological Preserve; old Area H north of road F about 100-125m","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg193561","34.675024","-116.98016","mgr","WGS84","7","137","Caulanthus lasiophyllus","R.A. Chasey","2023-03-03","","San Bernardino","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg192980","36.080446","-120.142622","mgr","WGS84","6","114","Caulanthus lasiophyllus","Ryan O'Dell","2023-03-02","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg192977","36.080563","-120.142445","mgr","WGS84","4","46","Caulanthus lasiophyllus","Ryan O'Dell","2023-03-02","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg191098","36.538868","-120.56446","mgr","WGS84","5","84","Caulanthus lasiophyllus","Ryan O'Dell","2023-02-18","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg191077","36.53962","-120.563137","mgr","WGS84","4","62","Caulanthus lasiophyllus","Ryan O'Dell","2023-02-18","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg189417","36.08179","-120.335635","mgr","WGS84","8","225","Caulanthus lasiophyllus","Ryan O'Dell","2023-02-09","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg189208","36.086808","-120.19025","mgr","WGS84","7","141","Caulanthus lasiophyllus","Ryan O'Dell","2023-02-09","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg186901","38.75867","-123.520982","mgr","WGS84","13","508","Caulanthus lasiophyllus","Nicole Forte","2022-11-04","RCLC - Mill Bend Preserve","Mendocino","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238426","40.356978","-122.876678","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238427","40.35681","-122.876743","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238428","40.357063","-122.876869","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238429","40.357235","-122.877113","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238430","40.35692","-122.877227","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po238431","40.356497","-122.877067","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2022-10-13","","Shasta","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg160013","34.254662","-118.240598","mgr","WGS84","","","Caulanthus lasiophyllus","R.A. Chasey","2022-04-02","","Los Angeles","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu22144","37.3602","-118.3415","mgr","WGS84","50","7854","Caulanthus lasiophyllus","Steve Matson","2022-03-24","","Inyo","9M65+3C Poleta, CA, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io62162","36.560867","-120.829978","mgr","WGS84","6","113","Caulanthus lasiophyllus","Catherine Chang","2022-03-13","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po226752","37.40386","-122.22191","mgr","WGS84","10","314","Caulanthus lasiophyllus","John Rawlings, Sara Timby, Rebecca Reynolds, Ken Hickman, Bill Gomez","2022-03-13","Jasper Ridge Biological Preserve (JRBP/JROH)","San Mateo","Jasper Ridge Biological Preserve, Stanford University","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po234207","40.255694","-122.168119","mgr","WGS84","","","Caulanthus lasiophyllus","Donald Burk","2022-03-13","","Tehama","Sacramento River Bend Recreation Area, Hog Lake Plateau","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg156878","37.869409","-121.989514","mgr","WGS84","9","255","Caulanthus lasiophyllus","R.A. Chasey","2022-03-06","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io61795","36.158857","-120.249672","mgr","WGS84","","","Caulanthus lasiophyllus","Mike Russler","2022-02-28","","Fresno","Ecological Reserve Phelps Street Access","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg156238","36.603301","-120.700806","mgr","WGS84","3","35","Caulanthus lasiophyllus","R.A. Chasey","2022-02-20","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg156236","36.603523","-120.700341","mgr","WGS84","8","205","Caulanthus lasiophyllus","R.A. Chasey","2022-02-20","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg156173","38.17579","-122.222935","mgr","WGS84","6","109","Caulanthus lasiophyllus","R.A. Chasey","2022-02-19","","Napa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60297","36.585767","-120.738538","mgr","WGS84","","","Caulanthus lasiophyllus","Mike Russler","2022-02-04","","San Benito","Jackass Grade Panoche Road","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60282","36.577697","-120.702058","mgr","WGS84","4","50","Caulanthus lasiophyllus","Mike Russler","2022-02-04","","Fresno","Jackass Grade Panoche Road","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60281","36.576998","-120.70077","mgr","WGS84","","","Caulanthus lasiophyllus","Mike Russler","2022-02-04","","Fresno","Jackass Grade Panoche Road","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po226267","39.915381","-122.666595","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2021-05-21","","Tehama","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po226268","39.915013","-122.666868","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2021-05-21","","Tehama","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po226269","39.915053","-122.66646","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2021-05-21","","Tehama","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po226275","39.913365","-122.662659","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2021-05-15","","Tehama","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu15361","38.621009","-122.33221","mgr","WGS84","","","Caulanthus lasiophyllus","R.A. Chasey","2021-05-01","","Napa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po193167","37.512183","-122.340374","mgr","WGS84","","","Caulanthus lasiophyllus","Diana Wahl","2021-04-23","","San Mateo","Crystal Springs Watershed CDF Tract","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po193490","38.434168","-122.461462","mgr","WGS84","","","Caulanthus lasiophyllus","Larry Dizmang","2021-04-20","","Napa","Includes area beginning at Cambell Ranch Rd, from top of Oakville Grade, extending 4.5 miles to La Joya Mine Property, Napa, CA 94574, USA. On the West side of Mt. St. John. All privately owned.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po187160","37.175029","-121.43751","mgr","WGS84","30","2827","Caulanthus lasiophyllus","Sue Dekalb","2021-04-13","","Santa Clara","Henry W. Coe State Park, Canteen Spring","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2407-242","38.127415","-122.579252","online","WGS84","","","Caulanthus lasiophyllus","David Greenberger","2021-04-11","personal","Marin","https://www.inaturalist.org/observations/73896989","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po185831","37.401334","-121.792703","mgr","WGS84","10","314","Caulanthus lasiophyllus","stephen rosenthal","2021-03-30","","Santa Clara","other values: south rim trail","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg129076","38.998744","-122.355311","mgr","WGS84","6","129","Caulanthus lasiophyllus","David popp","2021-03-24","","Colusa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po166753","36.365209","-121.421203","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-09-26","","Monterey","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2167-92","36.37437","-120.90364","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2167-93","36.37423","-120.90364","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2167-94","36.37337","-120.90434","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2167-95","36.36997","-120.90449","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2167-96","36.37347","-120.90914","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2171-19","36.37437","-120.90364","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2171-20","36.37423","-120.90364","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2171-21","36.37337","-120.90434","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2171-22","36.36997","-120.90449","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2171-23","36.37347","-120.90914","online","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2020-04-21","BLM","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2169-355","35.04314","-119.55986","online","WGS84","","","Caulanthus lasiophyllus","David Greenberger","2020-03-07","independent","San Luis Obispo","https://www.inaturalist.org/observations/39945086","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"wb2169-123","36.577084","-120.702667","online","WGS84","","","Caulanthus lasiophyllus","David Greenberger","2020-02-24","independent","Fresno","https://www.inaturalist.org/observations/39228727","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6362","33.0369","-116.1028","mgr","WGS84","","","Caulanthus lasiophyllus","Juergen Schrenk","2020-02-22","","Imperial","Unnamed Road, Borrego Springs, CA 92004, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6631","33.0285","-116.1072","mgr","WGS84","","","Caulanthus lasiophyllus","Juergen Schrenk","2020-02-22","","San Diego","Unnamed Road, Borrego Springs, CA 92004, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6364","33.037","-116.1025","mgr","WGS84","","","Caulanthus lasiophyllus","Juergen Schrenk","2020-02-22","","Imperial","Unnamed Road, Borrego Springs, CA 92004, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu6630","33.0294","-116.1066","mgr","WGS84","","","Caulanthus lasiophyllus","Juergen Schrenk","2020-02-22","","San Diego","Unnamed Road, Borrego Springs, CA 92004, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp20255","36.59288","-120.69783","online","WGS84","","","Caulanthus lasiophyllus","Matt Berger","2020-02-02","","Fresno","Clay slopes.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po146372","36.462897","-120.4994","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-11-07","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io22184","35.066221","-118.286608","mgr","WGS84","8","201","Caulanthus lasiophyllus","Angelique Herman ","2019-09-24","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io19040","35.043516","-118.275026","mgr","WGS84","8","201","Caulanthus lasiophyllus","Angelique Herman ","2019-08-13","","Kern","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io16328","38.855033","-122.396462","mgr","WGS84","","","Caulanthus lasiophyllus","Paul Aigner","2019-07-15","","Napa","Gravelly inlet of pond.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po135434","36.407581","-120.501053","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-06-14","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po135438","36.406229","-120.503735","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-06-14","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po135439","36.405316","-120.504151","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-06-14","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134031","36.662346","-121.108014","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134032","36.661914","-121.109269","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134033","36.528314","-120.816453","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134034","36.528423","-120.812193","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134035","36.572177","-120.825053","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134036","36.570352","-120.826921","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134037","36.568834","-120.82843","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134038","36.567282","-120.829918","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134039","36.565568","-120.83174","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134040","36.578688","-120.70471","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134041","36.578629","-120.704456","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134042","36.578514","-120.704082","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134043","36.578473","-120.703821","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134044","36.578313","-120.703582","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134045","36.578307","-120.703326","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134046","36.578361","-120.703145","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134047","36.578363","-120.702911","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134048","36.578274","-120.70284","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134049","36.578137","-120.70275","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134050","36.578033","-120.702688","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po134051","36.577942","-120.702622","mgr","WGS84","","","Caulanthus lasiophyllus","Ryan O'Dell","2019-05-31","","Fresno","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
