"ID","Latitude","Longitude","Dataset","Datum","Error Radius (m)","Accuracy: Square Meters","Plant","Observer","Date","Source","County","Location Description","Location Quality","Citation"
"io82447","33.694163","-117.650108","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2023-02-19","","Orange","ca 450m N of water tank at base of Water Tank Rd., Whiting Ranch Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po244743","33.845231","-117.784495","mgr","WGS84","2","10","Amsinckia menziesii","Julia Markey","2023-02-12","","Orange","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io81676","33.707087","-117.655547","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2023-02-05","","Orange","Bolero Lookout Road, 300 m W of Santiago Cyn. Rd., Whiting Ranch Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io81287","33.689705","-117.631687","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2023-01-29","","Orange","Vulture View Rd., ca 120 m N junct. of Sage Scrub Trail, Whiting Ranch Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io81108","33.699292","-117.646278","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2023-01-22","","Orange","Mustard Road, Whiting Ranch Wilderness Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io80402","33.811828","-117.796188","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2022-12-29","","Orange","Old gravel pit, NW Corner Santiago Cyn. Rd and Cannon St., Orange","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg163928","40.103819","-122.045407","mgr","WGS84","8","222","Amsinckia menziesii","David popp","2022-05-07","","Tehama","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po233589","37.905678","-121.892197","mgr","WGS84","","","Amsinckia menziesii","Diana Wahl","2022-04-23","","Contra Costa","Mt. Diablo State Park Near Three Springs trailhead","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu23595","34.1665","-119.0385","mgr","WGS84","12","452","Amsinckia menziesii","Steven M Norris","2022-04-03","","Ventura","CSUCI campus, University Glen, top of hill just north of Long Grade Creek, Camarillo, CA 93012, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po240616","33.71674","-118.315249","mgr","WGS84","10","314","Amsinckia menziesii","Julia Markey","2022-03-30","","Los Angeles","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu23373","34.1626","-119.0531","mgr","WGS84","12","452","Amsinckia menziesii","Steven M Norris","2022-03-27","","Ventura","CSUCI campus, eastern end of Round Mountain, overlooking water treatment plant, Camarillo, CA, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg157335","37.956469","-122.149916","mgr","WGS84","7","147","Amsinckia menziesii","R.A. Chasey","2022-03-13","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io62118","33.495542","-117.639246","mgr","WGS84","4","50","Amsinckia menziesii var. menziesii","Ron Vanderhoff","2022-03-13","","Orange","West La Rhonda Trail, San Juan Capistrano","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg156516","37.975277","-121.827467","mgr","WGS84","","","Amsinckia menziesii","Randy Huey","2022-02-27","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60933","37.968505","-121.831147","mgr","WGS84","8","201","Amsinckia menziesii","Catherine Chang","2022-02-20","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60796","33.535085","-117.550975","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2022-02-17","","Orange","Caspers Park Road, ca 100m N of entrance kiosk, Caspers Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io60793","33.537418","-117.550513","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2022-02-17","","Orange","10m W of Ortega Flats Campground, Caspers Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg155793","37.976016","-121.826872","mgr","WGS84","","","Amsinckia menziesii","Randy Huey","2022-02-09","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po193396","35.439973","-118.851534","mgr","WGS84","10","314","Amsinckia micrantha","Richard Spjut","2021-07-09","CNPS Kern Chapter","Kern","San Joaquin Valley: Along the Kern River and trail that runs east off the north end of gravel parking area","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io47903","37.523343","-120.850182","mgr","WGS84","4","50","Amsinckia menziesii","Juan Rios","2021-05-10","Plant Observation","Stanislaus","Research Plot at CSU Stanislaus campus.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu15569","38.5128","-122.3554","mgr","WGS84","50","7854","Amsinckia menziesii","Randy Huey","2021-05-02","PLANT ID HELP","Napa","Moore Creek Trail, St Helena, CA 94574, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io46978","41.707828","-122.65798","mgr","WGS84","10","314","Amsinckia menziesii","Sheri Hagwood","2021-04-26","","Siskiyou","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io45952","37.05505","-121.21382","mgr","WGS84","5","78","Amsinckia menziesii var. menziesii","Mary Conway","2021-04-22","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg131854","34.673386","-120.420486","mgr","WGS84","17","867","Amsinckia menziesii","Cynthia Powell","2021-04-14","","Santa Barbara","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg131367","36.482903","-121.198173","mgr","WGS84","10","308","Amsinckia menziesii","Cynthia Powell","2021-04-13","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg131350","36.490282","-121.149533","mgr","WGS84","9","231","Amsinckia menziesii","Cynthia Powell","2021-04-12","","San Benito","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg130572","39.580512","-121.556063","mgr","WGS84","7","144","Amsinckia menziesii","David popp","2021-04-07","","Butte","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io44638","37.476179","-122.12754","mgr","WGS84","4","50","Amsinckia menziesii","Ambrose Cruz","2021-04-06","","San Mateo","West side trail","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io44546","38.86371","-122.40592","mgr","WGS84","5","78","Amsinckia menziesii","Rebecca Nelson ","2021-04-04","","Lake","Near road ","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io44554","38.86371","-122.4059","mgr","WGS84","5","78","Amsinckia menziesii","Rebecca Nelson ","2021-04-04","","Lake","Near road ","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg130047","39.552643","-121.625357","mgr","WGS84","4","57","Amsinckia menziesii","David popp","2021-04-02","","Butte","#fire","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg129788","39.536198","-121.589832","mgr","WGS84","6","98","Amsinckia menziesii","David popp","2021-03-30","","Butte","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg129494","37.894443","-122.032384","mgr","WGS84","","","Amsinckia menziesii","Randy Huey","2021-03-27","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg128785","37.652544","-121.487458","mgr","WGS84","3","34","Amsinckia menziesii","R.A. Chasey","2021-03-22","","San Joaquin","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg128523","39.601352","-121.660918","mgr","WGS84","27","2243","Amsinckia menziesii","David popp","2021-03-21","","Butte","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg128415","37.913715","-121.948819","mgr","WGS84","16","812","Amsinckia menziesii","Cynthia Powell","2021-03-20","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu13647","38.8249","-122.3474","mgr","WGS84","50","7854","Amsinckia menziesii","Paul Aigner","2021-03-14","","Napa","14441-14599 Knoxville Rd, Napa, CA 94558, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg127964","36.832721","-121.613399","mgr","WGS84","59","10916","Amsinckia menziesii","Lynn Overtree","2021-03-13","","Monterey","Land Trust of Santa Cruz County's Rocks Ranch. Surveyed with Ken Hickman.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu13475","33.6488","-117.6053","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2021-03-11","","Orange","Trabuco Creek wash, 100m NE SR241, O'Neill Park","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu13382","33.683921","-118.025704","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2021-03-07","","Orange","Harriett Wieder Regional Park, 225m WSW of parking lot, Seapoint Dr., Huntington Beach","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu12962","33.6257","-117.8936","mgr","WGS84","4","50","Amsinckia menziesii","Ron Vanderhoff","2021-02-25","","Orange","North Star Beach, Upper Newport Bay","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po156316","33.541886","-117.552305","mgr","WGS84","","","Amsinckia menziesii","Matthew Major","2020-05-01","Orange County Parks Plantopia","Orange","Park Boundary - Ronald W. Caspers Wilderness ","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po156210","33.581735","-117.597809","mgr","WGS84","","","Amsinckia menziesii","Matthew Major","2020-04-29","Orange County Parks Plantopia","Orange","Park Boundary - Thomas F. Riley Wilderness Pa","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu1904","33.6629","-117.8548","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-04-21","","Orange","Adj. UCI Freshwater Marsh, Irvine","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu1458","33.8796","-117.7394","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-04-11","","Orange","Santa Ana River at Big Bend area, E of Yorba Linda","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg108547","37.57047","-121.944118","mgr","WGS84","20","1265","Amsinckia menziesii","Talila Golan","2020-04-04","","Alameda","#fire","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu995","33.8043","-117.7583","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-29","","Orange","Santiago Creek Wash, between Irvine and Santiago Oaks Parks","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu982","33.8003","-117.7555","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-29","","Orange","Santiago Creek Wash, between Irvine and Santiago Oaks Parks","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu486","33.5141","-117.5768","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-22","","Orange","Rancho Miss. Viejo, S Hwy 74, .5 mi E Christianitos Rd.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu472","33.6655","-117.4337","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-22","Holy Fire","Orange","@fire, Holy Fire, Main Divide Rd., +- 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu458","33.6607","-117.4309","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-22","Holy Fire","Orange","@fire, Holy Fire, Main Divide Rd., +- 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu424","33.6651","-117.4228","mgr","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2020-03-22","Holy Fire","Orange","@fire, Holy Fire, Main Divide Rd., 2.75 Rd. Mi. from Hwy 74, Santa Ana Mts.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po151817","37.288254","-120.943299","mgr","WGS84","","","Amsinckia menziesii","Ryan O'Dell","2020-03-22","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po151818","37.288321","-120.941801","mgr","WGS84","","","Amsinckia menziesii","Ryan O'Dell","2020-03-22","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po151819","37.285341","-120.937263","mgr","WGS84","","","Amsinckia menziesii","Ryan O'Dell","2020-03-22","","Merced","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp20839","38.14065","-122.587755","online","WGS84","","","Amsinckia menziesii","Noah Macchia","2020-03-10","MCOSD EDRR","Marin","MT. BURDELL","low","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg106422","37.975981","-121.826919","mgr","WGS84","","","Amsinckia menziesii","Randy Huey","2020-02-22","","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu16840","34.2547","-118.6187","mgr","WGS84","","","Amsinckia menziesii","Julie Ann Watson","2020-02-22","","Los Angeles","1 Black Canyon Road, Simi Valley, CA 93063 USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp15905","33.58017","-117.76262","online","WGS84","6","100","Amsinckia menziesii","Ron Vanderhoff","2019-05-16","","Orange","Vic. Laguna Cyn. Rd. at El Toro Rd., Laguna Beach","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po130993","34.9087","-119.37798","mgr","WGS84","","","Amsinckia menziesii","Diane Etchison","2019-05-09","","Kern","Bitter Creek NWR","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po129078","34.851404","-120.424038","mgr","WGS84","","","Amsinckia menziesii","Adonis Tate","2019-04-22","","Santa Barbara","Rice Ranch Open Space, Orcutt","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po133277","36.66747","-121.03202","mgr","WGS84","5","79","Amsinckia menziesii","Gary McDonald","2019-04-19","","San Benito","1.62mi N of Antelope Fire Control Station, Willow Springs, San Benito Co., CA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po128388","34.688462","-120.46382","mgr","WGS84","","","Amsinckia menziesii","Adonis Tate","2019-04-16","","Santa Barbara","Mesa just W of Davis Canyon, W of Hancock College (Lompoc campus)","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po125225","37.968881","-121.863291","mgr","WGS84","","","Amsinckia menziesii var. menziesii","Cynthia Adkisson","2019-04-03","","Contra Costa","EBParks Black Diamond Mine: Growing along roadside between Sydney Flat and Upper Parking Lot","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp13816","33.599448","-117.348752","online","WGS84","6","100","Amsinckia menziesii var. menziesii","Ron Vanderhoff","2019-03-31","","Riverside","Elsinore Peak area, Santa Ana Mts.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io9784","34.135006","-117.410382","mgr","WGS84","6","113","Amsinckia menziesii","keith wayne garcia","2019-03-28","","San Bernardino","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mu16560","34.2421","-118.79","mgr","WGS84","","","Amsinckia menziesii","Laura Pasetta","2019-03-27","","Ventura","259 Valley Gate Rd, Simi Valley, CA 93065, USA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po123391","34.636642","-120.425479","mgr","WGS84","","","Amsinckia menziesii","Adonis Tate","2019-03-24","","Santa Barbara","On high shale N-facing cliff on SW side of Santa Ynez River, a bit W of USGS gauging station box, 1 km upstream (SSE) of Hwy 246 bridge.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg80210","36.056771","-119.029989","mgr","WGS84","3","32","Amsinckia menziesii","Catherine Capone","2019-03-23","","Tulare","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po123273","34.699742","-120.408174","mgr","WGS84","","","Amsinckia menziesii var. menziesii","Adonis Tate","2019-03-22","","Santa Barbara","NE sector of LPMSHP","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg79854","36.06358","-118.910142","mgr","WGS84","11","361","Amsinckia menziesii","Catherine Capone","2019-03-17","","Tulare","west of view point at Lake Success in a drainage area","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg79848","36.031924","-118.863838","mgr","WGS84","6","129","Amsinckia menziesii","Catherine Capone","2019-03-17","","Tulare","low foothill valley","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io8954","33.715046","-117.439776","mgr","WGS84","6","113","Amsinckia menziesii","keith wayne garcia","2019-03-10","","Riverside","#fire","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io8844","33.097305","-116.462683","mgr","WGS84","5","78","Amsinckia menziesii","Hailey Laskey","2019-03-07","","San Diego","Scour through willows, cottonwoods and encroaching mesquite. Amsinckia, phacelia, descurania herb layer throughout.","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"cbo93975","33.097535","-116.461466","online","WGS84","","","Amsinckia menziesii","Hailey Laskey","2019-03-07","","San Diego","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"cbo93973","33.097588","-116.461527","online","WGS84","","","Amsinckia menziesii","Hailey Laskey","2019-03-07","","San Diego","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg78482","37.881232","-122.028147","mgr","WGS84","6","121","Amsinckia menziesii","Anthony O'Dea","2019-02-17","Upper Rudgear","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"mg78473","37.880286","-122.02584","mgr","WGS84","8","178","Amsinckia menziesii","Anthony O'Dea","2019-02-16","Upper Rudgear","Contra Costa","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"io7077","33.97982","-117.390008","mgr","WGS84","","","Amsinckia menziesii","keith wayne garcia","2019-01-19","","Riverside","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"po90166","36.666926","-121.0351","mgr","WGS84","5","79","Amsinckia menziesii var. menziesii","Gary McDonald","2018-05-01","","San Benito","1.7mi NNW Antelope Fire Control Station, Willow Springs, San Benito Co., CA","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
"gp19510","37.15462","-121.42536","online","WGS84","","","Amsinckia menziesii var. intermedia","Stacie Wolny","2018-04-28","","Santa Clara","","high","Calflora [web application]. 2023. Berkeley, California: The Calflora Database. Retrieved from https://www.calflora.org/ Sep 06, 2023."
