x,y,month,year
-119.27504332017806,37.573426015356574,11,2000
-118.08375797311193,35.279596667619764,11,2000
-118.7587300320591,37.47930640554323,11,2000
-120.34800687205026,37.067869254073436,11,2000
-118.96848230535743,37.32333676642396,11,2000
-119.82093705709549,35.828179536246154,11,2000
-120.35069600375921,38.73782004533318,11,2000
-121.66568140943718,37.624519517826684,11,2000
-117.65080776797052,33.972678657068656,11,2000
-119.91505666690884,35.74750558497757,11,2000
-118.04879926089554,36.19121231695479,11,2000
-118.0514883926045,35.032196550396094,11,2000
-119.21857155429005,37.56804775193867,11,2000
-119.81824792538654,36.46012548785008,12,2000
-118.46023641236533,34.27117227676243,12,2000
-118.69688000275319,34.507815867150285,12,2000
-119.79135660829701,38.73244178191527,12,2000
-119.56009128132706,36.68063428798422,12,2000
-121.19777249207938,38.474285137855794,12,2000
-118.51401904654439,36.0594448632161,12,2000
-118.3822515928057,36.09978183885039,12,2000
-116.69616601129223,33.67956330079279,12,2000
-118.45485814894742,34.636894189180026,12,2000
-118.8904974857978,34.64227245259793,12,2000
-119.78328921317015,34.991859574761804,12,2000
-120.019932803558,35.795909955738715,12,2000
-118.41989943673104,33.95116560339704,12,2000
-118.79099961256654,37.422834639655214,12,2000
-121.03373545783325,36.546177702536575,12,2000
-121.08482896030335,36.48970593664856,12,2000
-118.70494739788005,34.1528504815685,12,2000
-119.14596499814832,35.604981604403065,12,2000
-120.60616351610975,36.44936896101427,12,2000
-116.81448780648617,33.235856568815564,12,2000
-120.21623941831157,37.43359116649103,12,2000
-120.83473971137073,36.68870168311108,12,2000
-116.72036819667281,32.82710854905473,12,2000
-117.05382052858297,34.05335260833725,12,2000
-120.00110888159534,35.04026394552296,12,2000
-118.93083446143208,36.70483647336479,1,2001
-117.69383387531376,34.51588326227714,1,2001
-117.09415750421726,34.835889935642534,1,2001
-118.76679742718596,34.5185723939861,1,2001
-119.49286298860324,35.18278792609746,1,2001
-120.54431348680382,37.815447869162334,1,2001
-118.67805608079051,34.62344853063526,1,2001
-120.4313699550278,37.767043498401186,1,2001
-118.08375797311193,36.41978851221579,1,2001
-120.89121147725875,37.69981520567736,1,2001
-117.55668815815716,34.22545703771023,1,2001
-120.2942242378712,36.008351360746,1,2001
-118.03535360235078,34.30344185726987,1,2001
-118.58931473439507,34.26848314505348,1,2001
-118.8447822467456,34.54008544765772,1,2001
-120.3856547159756,38.08436104005763,1,2001
-118.87974095896199,36.83122566368558,1,2001
-120.7002831259231,37.90687834726673,1,2001
-120.40447863793827,37.76435436669223,1,2001
-119.37723032511826,37.350228083513485,1,2001
-118.5758690758503,35.924988277768456,1,2001
-117.29046411897083,34.84395733076939,1,2001
-116.63431598198632,33.182073934636506,1,2001
-120.92617018947513,37.01408661989438,1,2001
-121.69795098994462,38.076293644930765,1,2001
-118.68612347591737,34.3814266768295,1,2001
-117.72341432411224,33.671495905665935,2,2001
-121.23273120429576,36.632229917223064,2,2001
-120.91003539922141,38.60874172330344,2,2001
-119.41756730075257,37.702504337386316,2,2001
-118.04879926089554,35.032196550396094,2,2001
-118.6672995539547,35.29035319445558,2,2001
-119.221260685999,34.43789844271751,2,2001
-118.95503664681266,37.34216068838663,2,2001
-119.71606092044634,37.13240841508831,2,2001
-119.66765654968518,36.807023478305005,2,2001
-121.01491153587058,38.22688502063213,2,2001
-120.60347438440078,38.07360451322182,2,2001
-118.34729288058931,36.83929305881244,2,2001
-119.24277373967062,38.08436104005763,2,2001
-118.49250599287276,36.2019688437906,2,2001
-116.86827044066523,32.90509336861436,2,2001
-119.19705850061843,34.77135077462766,2,2001
-121.33222907752702,38.39898945000511,2,2001
-117.61584905575413,34.95421173083646,2,2001
-118.83133658820083,34.5750441598741,2,2001
-118.4279668318579,36.40634285367102,2,2001
-119.34227161290188,36.3391145609472,2,2001
-121.78669233634005,37.51964338117752,2,2001
-117.16138579694109,33.88393731067321,2,2001
-118.58393647097716,36.14549707790259,2,2001
-116.68272035274748,32.91584989545017,2,2001
-118.08375797311193,36.36062761461882,3,2001
-117.6857664801869,34.3868049402474,3,2001
-117.36307067511255,34.48361368176971,3,2001
-120.91272453093036,37.49275206408799,3,2001
-119.81018053025969,35.89002956555207,3,2001
-119.37723032511826,35.586157682440394,3,2001
-121.66837054114613,37.84771744966977,3,2001
-120.64918962345298,36.44667982930532,3,2001
-119.73757397411795,38.22688502063213,3,2001
-119.36109553486455,38.191926308415745,3,2001
-118.35267114400722,33.88124817896426,3,2001
-121.15474638473613,38.39898945000511,3,2001
-119.16209978840203,38.10587409372925,3,2001
-118.90663227605151,34.67992029652327,3,2001
-118.36880593426093,35.48934894091809,3,2001
-118.57317994414136,34.86278125273206,3,2001
-119.95270451083418,37.40938898111045,3,2001
-118.97654970048428,36.064823126634,3,2001
-120.66801354541566,37.43090203478207,3,2001
-117.97619270475381,35.037574813814004,3,2001
-118.72377131984271,37.43359116649103,3,2001
-120.22161768172947,38.45546121589312,3,2001
-118.22628195368644,34.042596081501436,3,2001
-119.17285631523785,37.93645879606522,3,2001
-118.20476890001481,34.76597251120976,3,2001
-119.37185206170037,37.53846730314019,3,2001
-120.60347438440078,36.527353780573904,4,2001
-121.6818161996909,38.19461544012469,4,2001
-120.02531106697592,37.53039990801333,4,2001
-117.72341432411224,33.48325668603923,4,2001
-117.19365537744852,34.62344853063526,4,2001
-120.99877674561687,38.049402327841236,4,2001
-118.34460374888036,35.71792513617908,4,2001
-119.36378466657351,38.18923717670679,4,2001
-120.68952659908727,35.892718697261024,4,2001
-121.36449865803445,38.48235253298265,4,2001
-118.50326251970858,36.304155848730815,4,2001
-119.73219571070005,36.1508753413205,4,2001
-116.74457038205338,32.843243339308444,4,2001
-120.82936144795283,38.65176783064668,4,2001
-120.73524183813947,36.50852985861123,4,2001
-117.6857664801869,35.66145337029107,4,2001
-118.07569057798507,35.97339264852961,4,2001
-120.81591578940807,38.26722199626642,4,2001
-119.97152843279686,38.78622441609433,4,2001
-119.77253268633434,35.61035986782097,4,2001
-119.6891696033568,36.6644994977305,4,2001
-119.43639122271523,37.20232583952108,4,2001
-118.11064929020145,35.17203139926165,4,2001
-120.59002872585602,37.549223829976,4,2001
-120.37220905743084,35.48665980920914,4,2001
-119.58429346670763,37.272243263953854,4,2001
-119.90967840349094,36.723660395327464,5,2001
-120.1517002572967,37.05980185894658,5,2001
-119.38529772024512,35.083290052866204,5,2001
-119.62194131063298,36.22617102917118,5,2001
-119.08680410055136,37.3609846103493,5,2001
-121.58769658987754,37.226528024901654,5,2001
-120.14901112558775,36.53811030740972,5,2001
-118.41183204160419,34.23621356454604,5,2001
-118.5704908124324,34.77135077462766,5,2001
-120.30766989641597,38.00637622049799,5,2001
-120.54162435509487,37.05173446381971,5,2001
-120.55238088193069,36.79626695146919,5,2001
-116.96776831389649,33.612335008068975,5,2001
-120.30229163299806,35.32800103838092,5,2001
-119.51975430569277,35.513551126298665,5,2001
-119.86665229614769,35.90078609238788,5,2001
-120.09791762311764,38.39092205487825,5,2001
-120.30766989641597,38.48773079640056,5,2001
-117.64542950455261,34.85740298931416,5,2001
-121.32147255069121,37.97679577169951,5,2001
-120.47439606237104,37.331404161550815,5,2001
-117.02692921149344,34.018393896120855,5,2001
-118.45754728065639,35.10749223824678,5,2001
-121.19777249207938,37.51964338117752,5,2001
-120.93154845289304,37.17543452243155,5,2001
-118.41989943673104,34.7982420917172,5,2001
-120.69221573079624,38.165034991326216,6,2001
-119.25890852992434,35.79322082402977,6,2001
-117.17483145548586,33.822087281367295,6,2001
-118.77755395402177,36.14011881448469,6,2001
-119.4605934080958,38.07091538151286,6,2001
-118.88243009067094,35.161274872425835,6,2001
-120.76213315522901,38.474285137855794,6,2001
-117.95467965108219,34.32226577923254,6,2001
-119.7698435546254,38.38016552804245,6,2001
-119.19168023720052,35.25808361394814,6,2001
-120.09791762311764,36.788199556342335,6,2001
-120.13287633533403,35.650696843455265,6,2001
-117.93585572911952,34.44058757442646,6,2001
-118.30695590495502,35.86851651188044,6,2001
-119.6891696033568,38.45546121589312,6,2001
-119.74295223753586,38.081671908348675,6,2001
-117.39534025561998,34.01301563270295,6,2001
-118.96848230535743,36.09440357543249,6,2001
-117.90627528032104,34.7982420917172,6,2001
-117.91165354373895,35.623805526365736,6,2001
-119.93656972058047,35.47859241408228,6,2001
-118.98461709561114,35.13169442362735,6,2001
-117.42492070441847,33.45367623724075,6,2001
-121.51777916544476,37.26148673711804,6,2001
-119.34764987631979,37.272243263953854,6,2001
-119.75639789608063,35.422120648194266,6,2001
-119.17285631523785,34.58042242329201,7,2001
-120.58465046243812,37.23459542002851,7,2001
-120.90196800409456,38.37478726462454,7,2001
-117.39802938732895,34.435209311008556,7,2001
-119.65152175943146,38.45008295247522,7,2001
-119.82900445222235,37.12971928337935,7,2001
-117.99501662671648,34.14478308644164,7,2001
-117.93047746570161,36.1051601022683,7,2001
-119.4605934080958,38.122008883982964,7,2001
-120.60616351610975,37.34753895180454,7,2001
-117.64542950455261,35.376405409142066,7,2001
-121.37256605316131,38.54420256228857,7,2001
-117.97888183646276,34.32764404265044,7,2001
-119.90161100836409,35.52968591655238,7,2001
-120.74330923326633,36.68063428798422,7,2001
-119.51975430569277,38.1999937035426,7,2001
-118.07837970969402,35.61304899952992,7,2001
-119.87471969127455,37.65141083491621,7,2001
-118.45485814894742,35.911542619223695,7,2001
-121.33222907752702,38.447393820766266,7,2001
-121.29458123360168,37.25341934199118,7,2001
-118.44679075382057,34.56428763303829,7,2001
-120.50128737946058,37.75628697156537,7,2001
-120.80515926257225,38.06553711809496,7,2001
-121.4532400044299,37.58687167390134,7,2001
-117.52172944594078,34.73370293070233,7,2001
-120.0602697791923,37.689058678841555,8,2001
-120.26464378907272,38.7136178599526,8,2001
-120.01724367184906,35.59422507756725,8,2001
-120.31842642325178,38.04671319613229,8,2001
-119.70799352531948,37.226528024901654,8,2001
-119.1298302078946,38.213439362087364,8,2001
-121.10903114568393,37.79662394719967,8,2001
-117.69114474360481,34.8036203551351,8,2001
-119.14596499814832,35.05908786748562,8,2001
-118.0111514169702,33.85704599358368,8,2001
-118.33115809033559,35.266151009074996,8,2001
-119.88816534981932,37.09744970287191,8,2001
-116.62087032344155,33.182073934636506,8,2001
-117.47332507517962,34.26310488163557,8,2001
-121.26231165309424,38.41781337196778,8,2001
-120.40716776964723,38.32638289386339,8,2001
-118.99537362244696,35.252705350530235,8,2001
-120.87776581871398,38.506554718363226,8,2001
-118.51401904654439,36.34718195607406,8,2001
-119.85858490102083,38.74588744046004,8,2001
-117.45987941663486,33.57199803243468,8,2001
-119.31806942752131,37.69712607396841,8,2001
-117.10760316276203,33.19283046147232,8,2001
-118.1025818950746,33.972678657068656,8,2001
-121.93728371204142,37.95528271802789,8,2001
-118.64847563199204,36.898453956409405,8,2001
-119.15941065669308,36.64029731234992,9,2001
-117.87131656810465,35.892718697261024,9,2001
-121.17625943840775,38.56302648425124,9,2001
-119.34227161290188,35.28228579932872,9,2001
-119.14327586643937,36.70214734165584,9,2001
-118.93352359314105,37.37174113718511,9,2001
-116.6181811917326,33.30846312495729,9,2001
-117.80946653879873,35.84969258991777,9,2001
-118.37687332938779,34.12595916447897,9,2001
-118.56242341730554,35.338757565216724,9,2001
-118.0568666560224,34.94883346741856,9,2001
-120.25119813052795,38.12469801569192,9,2001
-121.20852901891519,37.715949995931084,9,2001
-117.88207309494047,34.631515925762116,9,2001
-119.06529104687974,37.030221410148094,9,2001
-120.20010462805786,37.97948490340846,9,2001
-118.30695590495502,34.795552960008244,9,2001
-117.33080109460512,34.338400569486254,9,2001
-117.48408160201544,34.7068116136128,9,2001
-121.67374880456404,38.00099795708009,9,2001
-119.47134993493162,36.74517344899909,9,2001
-119.71875005215529,37.022154015021236,9,2001
-119.49017385689429,35.56195549705981,9,2001
-121.8754336827355,37.904189215557786,9,2001
-121.55811614107907,37.75359783985642,9,2001
-120.11674154508032,36.44936896101427,9,2001
-118.19132324147004,36.715593000200606,10,2001
-118.5301538367981,34.15016134985955,10,2001
-120.62767656978136,36.011040492454946,10,2001
-119.32882595435711,35.180098794388506,10,2001
-119.18899110549157,36.696769078237935,10,2001
-117.06726618712774,34.06142000346411,10,2001
-121.24079859942262,37.285688922498615,10,2001
-118.51401904654439,35.70447947763432,10,2001
-118.77217569060387,37.00601922476752,10,2001
-119.8263153205134,37.81813700087129,11,2001
-120.3802764525577,35.93036654118636,11,2001
-116.82524433332198,33.3595566274274,11,2001
-121.57962919475068,38.565715615960194,11,2001
-118.72108218813376,34.069487398590965,11,2001
-119.42294556417046,36.468192882976936,11,2001
-117.75030564120178,35.66683163370898,11,2001
-120.63036570149032,35.93843393631322,11,2001
-119.51437604227486,38.762022230713754,11,2001
-119.10562802251403,37.812758737453386,12,2001
-119.18092371036471,36.40096459025312,12,2001
-119.06798017858868,35.99490570220123,12,2001
-117.01886181636658,32.93467381741284,12,2001
-117.19634450915747,34.22276790600128,12,2001
-118.7533517686412,34.37335928170264,12,2001
-121.18701596524356,38.53613516716171,12,2001
-119.98497409134163,37.350228083513485,12,2001
-118.17787758292528,34.109824374225255,12,2001
-118.02190794380601,34.22276790600128,1,2002
-118.16712105608947,35.98683830707437,1,2002
-119.8720305595656,37.46586074699846,1,2002
-121.52584656057162,38.081671908348675,1,2002
-118.58931473439507,35.60229247269411,1,2002
-121.02835719441535,38.45546121589312,1,2002
-120.08716109628183,36.624162522096206,1,2002
-118.03535360235078,35.95725785827589,1,2002
-121.19239422866147,38.39361118658721,1,2002
-118.65385389540994,35.26884014078395,2,2002
-121.12516593593764,37.95259358631893,2,2002
-119.83707184734921,35.81204474599244,2,2002
-118.91738880288733,37.47392814212532,2,2002
-116.86289217724732,33.268126149323,2,2002
-118.68881260762633,34.21201137916547,2,2002
-118.77755395402177,35.997594833910185,2,2002
-119.734884842409,36.86349524419302,2,2002
-119.10831715422297,35.978770911947514,2,2002
-118.17518845121633,35.72599253130594,3,2002
-118.86360616870827,36.73710605387223,3,2002
-120.45826127211733,38.218817625505274,3,2002
-118.36342767084302,34.50512673544133,3,2002
-118.1993906365969,35.933055672895314,3,2002
-117.81484480221664,35.52968591655238,3,2002
-119.98766322305057,37.775110893528044,3,2002
-118.52746470508916,35.075222657739346,3,2002
-118.08375797311193,36.07020139005191,3,2002
-121.70601838507147,37.79124568378176,4,2002
-118.33922548546245,34.63420505747107,4,2002
-119.05453452004392,35.24194882369442,4,2002
-116.86289217724732,33.75216985693452,4,2002
-118.73183871496957,37.043667068692855,4,2002
-119.03571059808125,35.572712023895626,4,2002
-118.43065596356685,34.74714858924709,4,2002
-120.37758732084875,37.030221410148094,4,2002
-118.58662560268611,37.27493239566281,4,2002
-120.5738939356023,38.694793937989935,5,2002
-118.25586240248491,36.68870168311108,5,2002
-120.09253935969974,35.73137079472385,5,2002
-116.80642041135931,33.1713174078007,5,2002
-119.29924550555863,35.435566306739034,5,2002
-119.18092371036471,35.801288219156625,5,2002
-118.4736820709101,35.42749891161217,5,2002
-119.21857155429005,38.17579151816202,5,2002
-118.63502997344727,36.911899614954166,5,2002
-117.33617935802303,35.20161184806013,6,2002
-117.91165354373895,36.18852318524584,6,2002
-118.72914958326062,35.005305233306565,6,2002
-117.6965230070227,33.46981102749447,6,2002
-119.08949323226031,36.11322749739516,6,2002
-118.80713440282025,34.639583320888974,6,2002
-117.88207309494047,33.840911203329966,6,2002
-119.51975430569277,36.285331926768144,6,2002
-117.72341432411224,34.685298559941174,6,2002
-116.82793346503092,33.12829130045745,7,2002
-120.06833717431915,37.4577933518716,7,2002
-116.92205307484429,34.11789176935211,7,2002
-120.18396983780414,38.79160267951224,7,2002
-120.6142309112366,36.90921048324521,7,2002
-121.50702263860896,37.00064096134961,7,2002
-119.65958915455832,35.362959750597305,7,2002
-118.68074521249947,36.47088201468589,7,2002
-117.83097959247036,34.35991362315787,7,2002
-119.28848897872282,36.53542117570076,8,2002
-120.96381803340047,38.42588076709464,8,2002
-120.13825459875194,35.55657723364191,8,2002
-118.9873062273201,37.72401739105794,8,2002
-117.09953576763517,33.278882676158815,8,2002
-119.10024975909612,34.502437603732375,8,2002
-118.60007126123088,36.83122566368558,8,2002
-118.93890185655894,34.752526852665,8,2002
-120.97457456023629,38.66521348919145,8,2002
-118.73721697838748,34.13940482302374,9,2002
-117.14794013839632,34.690676823359084,9,2002
-119.40949990562571,37.16736712730469,9,2002
-120.21623941831157,35.60229247269411,9,2002
-118.7022582661711,35.120937896791546,9,2002
-118.40645377818628,33.90813949605379,9,2002
-117.85249264614198,34.96765738938123,9,2002
-117.95467965108219,35.01606176014238,9,2002
-119.98497409134163,35.540442443388194,9,2002
-120.68952659908727,38.71899612337051,10,2002
-117.8686274363957,35.28766406274662,10,2002
-121.41559216050456,37.16736712730469,10,2002
-119.25084113479748,34.475546286642846,10,2002
-119.59504999354346,35.60229247269411,10,2002
-119.92312406203571,38.52806777203485,10,2002
-118.27737545615653,36.71828213190956,10,2002
-118.12947321216413,34.704122481903845,10,2002
-117.71534692898538,34.612692003799445,10,2002
-117.20710103599329,33.671495905665935,10,2002
-118.1429188707089,36.08633618030563,10,2002
-119.83169358393131,38.46621774272894,10,2002
-121.28651383847482,37.37174113718511,10,2002
-119.64614349601355,37.49006293237904,10,2002
-118.22628195368644,35.311866248127195,10,2002
-117.02692921149344,34.34377883290416,10,2002
-121.73559883386996,37.93376966435626,10,2002
-118.23166021710433,34.02915042295667,10,2002
-118.18594497805213,35.56464462876877,10,2002
-116.70154427471014,33.305773993248344,10,2002
-119.6326978374688,34.749837720956045,10,2002
-120.18934810122204,36.769375634379664,10,2002
-117.45987941663486,34.9407660722917,11,2002
-120.85625276504236,36.23154929258909,11,2002
-117.91703180715685,34.81168775026196,11,2002
-119.60042825696137,34.92732041374693,11,2002
-120.63843309661718,38.35327421095292,11,2002
-121.99913374134734,37.89612182043092,11,2002
-119.25890852992434,35.180098794388506,11,2002
-118.88243009067094,36.86349524419302,11,2002
-119.86934142785665,36.965682249133224,11,2002
-120.27002205249063,38.54420256228857,11,2002
-119.31000203239445,35.6883446873806,11,2002
-120.9503723748557,37.84233918625186,11,2002
-120.63574396490822,36.07826878517877,11,2002
-119.0330214663723,36.565001624499246,11,2002
-121.41021389708665,38.5253786403259,11,2002
-120.15438938900566,37.77242176181909,11,2002
-119.14058673473042,37.815447869162334,11,2002
-120.78633534060958,37.815447869162334,11,2002
-119.3126911641034,37.861163108214534,11,2002
-121.29458123360168,37.834271791125005,11,2002
-117.03230747491135,34.7068116136128,11,2002
-119.97152843279686,37.15661060046888,11,2002
-120.26733292078167,36.304155848730815,12,2002
-120.52011130142324,36.637608180640974,12,2002
-118.68881260762633,34.55084197449353,12,2002
-117.7879534851271,34.27655054018034,12,2002
-119.53319996423754,36.18314492182793,12,2002
-120.59540698927393,36.86349524419302,12,2002
-120.67070267712461,36.2880210584771,12,2002
-119.52244343740172,38.33176115728129,12,2002
-117.11029229447098,33.25199135906929,12,2002
-119.12714107618565,35.61304899952992,12,2002
-119.33958248119293,36.92803440520788,12,2002
-118.1886341097611,34.88429430640369,12,2002
-117.85787090955989,33.95116560339704,12,2002
-119.76177615949854,37.689058678841555,12,2002
-119.05722365175288,36.63491904893202,12,2002
-119.70530439361052,37.159299732177836,12,2002
-120.08985022799078,35.344135828634634,12,2002
-118.58662560268611,35.15589660900793,12,2002
-120.63843309661718,38.337139420699195,12,2002
-120.5281786965501,36.1562536047384,12,2002
-120.28077857932644,35.30379885300034,12,2002
-117.0860901090904,34.20663311574756,12,2002
-119.28042158359597,37.99830882537113,1,2003
-119.37185206170037,38.61411998672135,1,2003
-119.49286298860324,37.016775751603326,1,2003
-119.8263153205134,35.865827380171496,1,2003
-117.80139914367187,34.87622691127683,1,2003
-120.019932803558,37.049045332110765,1,2003
-119.00075188586486,34.502437603732375,1,2003
-117.98694923158962,35.15320747729898,1,2003
-118.36342767084302,36.48970593664856,1,2003
-118.38762985622361,34.690676823359084,1,2003
-120.00379801330429,35.92767740947741,1,2003
-117.14256187497841,33.85973512529264,1,2003
-119.38529772024512,34.68260942823222,1,2003
-116.65045077224003,33.972678657068656,1,2003
-119.164788920111,36.2019688437906,1,2003
-117.39802938732895,34.51319413056819,1,2003
-117.29584238238873,35.19085532122432,1,2003
-119.61118478379717,36.41709938050683,1,2003
-119.31000203239445,34.84395733076939,1,2003
-116.76877256743397,34.21470051087442,1,2003
-119.33689334948397,36.056755731507145,1,2003
-121.35374213119864,38.33982855240815,1,2003
-117.2635728018813,34.30882012068777,2,2003
-120.22161768172947,35.65876423858212,2,2003
-119.29924550555863,36.9898844345138,2,2003
-120.6088526478187,36.546177702536575,2,2003
-119.16747805181994,38.10587409372925,2,2003
-119.34764987631979,37.331404161550815,2,2003
-119.62463044234194,37.546534698267045,2,2003
-118.20207976830585,36.016418755872856,2,2003
-119.53857822765544,37.820826132580244,2,2003
-121.10903114568393,36.481638541521704,2,2003
-118.30964503666397,33.98343518390447,2,2003
-118.24241674394015,35.04295307723191,2,2003
-121.9157706583698,38.22688502063213,2,2003
-116.88978349433684,33.12022390533059,2,2003
-120.32380468666969,37.578804278774484,2,2003
-119.33689334948397,36.88231916615568,2,2003
-117.7771969582913,35.58884681414934,2,2003
-119.16747805181994,37.748219576438515,2,2003
-119.75101963266272,36.94685832717055,2,2003
-117.6857664801869,33.46981102749447,2,2003
